OverallQual;YearBuilt;ExterQual;BsmtQual;TotalBsmtSF;GrLivArea;FullBath;KitchenQual;GarageCars;OverallGrade
6.0;1969.0;3.0;2.0;952.0;2112.0;2.0;3.0;2.0;30.0
8.0;2008.0;4.0;5.0;1622.0;1630.0;2.0;5.0;3.0;40.0
7.0;2006.0;4.0;5.0;1352.0;1352.0;2.0;4.0;2.0;35.0
8.0;2001.0;4.0;4.0;1753.0;1787.0;2.0;4.0;3.0;40.0
4.0;1954.0;3.0;3.0;864.0;948.0;1.0;3.0;1.0;20.0
6.0;1957.0;3.0;3.0;1478.0;1478.0;1.0;3.0;2.0;18.0
3.0;1949.0;3.0;0.0;0.0;720.0;1.0;3.0;1.0;18.0
7.0;1992.0;4.0;4.0;750.0;1923.0;2.0;4.0;2.0;35.0
4.0;1940.0;2.0;3.0;420.0;708.0;1.0;2.0;0.0;28.0
8.0;2006.0;4.0;5.0;1795.0;1795.0;2.0;4.0;3.0;40.0
4.0;1922.0;3.0;3.0;796.0;796.0;1.0;3.0;0.0;16.0
3.0;1931.0;3.0;3.0;544.0;774.0;1.0;4.0;0.0;18.0
5.0;1982.0;4.0;3.0;816.0;816.0;1.0;4.0;1.0;45.0
6.0;1920.0;4.0;4.0;1510.0;2792.0;2.0;3.0;2.0;42.0
7.0;1998.0;3.0;4.0;935.0;1632.0;2.0;3.0;2.0;35.0
8.0;2006.0;4.0;4.0;1588.0;1588.0;2.0;4.0;3.0;40.0
5.0;1976.0;3.0;3.0;911.0;954.0;1.0;3.0;2.0;25.0
4.0;1938.0;3.0;3.0;816.0;816.0;1.0;3.0;1.0;24.0
5.0;1938.0;3.0;3.0;803.0;1360.0;1.0;4.0;1.0;30.0
5.0;1970.0;3.0;3.0;765.0;1365.0;1.0;3.0;2.0;30.0
6.0;1977.0;3.0;4.0;1350.0;1334.0;2.0;3.0;2.0;30.0
5.0;1973.0;3.0;3.0;1656.0;1656.0;2.0;3.0;2.0;25.0
4.0;1941.0;3.0;3.0;693.0;693.0;1.0;2.0;0.0;16.0
7.0;2002.0;4.0;4.0;916.0;1861.0;2.0;4.0;2.0;35.0
5.0;1972.0;3.0;3.0;864.0;864.0;1.0;3.0;1.0;35.0
4.0;1971.0;3.0;3.0;858.0;872.0;1.0;3.0;4.0;20.0
6.0;2003.0;3.0;4.0;1114.0;1114.0;1.0;4.0;2.0;30.0
8.0;2002.0;4.0;4.0;1284.0;2169.0;2.0;4.0;2.0;40.0
6.0;1928.0;3.0;3.0;896.0;1913.0;1.0;3.0;2.0;36.0
7.0;2006.0;4.0;4.0;728.0;1456.0;2.0;4.0;2.0;35.0
4.0;1920.0;3.0;3.0;960.0;960.0;1.0;2.0;1.0;16.0
7.0;1968.0;3.0;3.0;1568.0;2156.0;2.0;3.0;2.0;49.0
8.0;2006.0;4.0;5.0;1732.0;1776.0;2.0;4.0;3.0;40.0
7.0;1998.0;4.0;4.0;1482.0;1494.0;2.0;4.0;2.0;35.0
8.0;1872.0;3.0;3.0;684.0;2358.0;2.0;3.0;0.0;40.0
5.0;1969.0;3.0;3.0;1248.0;2634.0;2.0;3.0;4.0;25.0
6.0;1962.0;3.0;3.0;858.0;1716.0;1.0;3.0;2.0;36.0
6.0;1937.0;4.0;3.0;698.0;1176.0;1.0;3.0;2.0;54.0
8.0;1995.0;4.0;4.0;2033.0;3238.0;2.0;4.0;3.0;40.0
7.0;2000.0;4.0;4.0;992.0;1865.0;2.0;4.0;3.0;35.0
7.0;1968.0;3.0;3.0;570.0;1920.0;3.0;4.0;2.0;42.0
5.0;1966.0;3.0;3.0;864.0;892.0;1.0;3.0;1.0;25.0
5.0;1971.0;3.0;3.0;1078.0;1078.0;1.0;3.0;2.0;30.0
6.0;2000.0;4.0;4.0;756.0;1573.0;2.0;4.0;2.0;30.0
9.0;2004.0;4.0;5.0;1980.0;1980.0;2.0;5.0;3.0;45.0
5.0;1921.0;3.0;3.0;612.0;2601.0;3.0;3.0;2.0;30.0
7.0;2005.0;4.0;5.0;1530.0;1530.0;2.0;4.0;2.0;35.0
4.0;1920.0;3.0;3.0;715.0;1738.0;2.0;3.0;1.0;16.0
6.0;2006.0;3.0;4.0;616.0;1412.0;2.0;4.0;2.0;30.0
7.0;2005.0;4.0;4.0;600.0;1200.0;2.0;4.0;2.0;35.0
7.0;2000.0;4.0;4.0;814.0;1674.0;2.0;4.0;2.0;35.0
7.0;1999.0;4.0;4.0;873.0;1790.0;2.0;4.0;2.0;35.0
5.0;1977.0;3.0;3.0;757.0;1475.0;2.0;3.0;1.0;30.0
6.0;2003.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
8.0;2003.0;4.0;4.0;1657.0;1668.0;2.0;4.0;2.0;40.0
4.0;1920.0;2.0;3.0;840.0;1374.0;1.0;3.0;1.0;24.0
6.0;1955.0;3.0;3.0;992.0;1661.0;1.0;4.0;1.0;36.0
7.0;1998.0;3.0;4.0;1108.0;2097.0;2.0;4.0;2.0;42.0
10.0;2001.0;5.0;5.0;2633.0;2633.0;2.0;5.0;3.0;50.0
7.0;2005.0;4.0;4.0;1026.0;1958.0;2.0;4.0;3.0;35.0
8.0;2007.0;4.0;4.0;1571.0;1571.0;2.0;4.0;3.0;40.0
6.0;1930.0;3.0;4.0;768.0;790.0;1.0;3.0;1.0;30.0
5.0;1941.0;3.0;3.0;984.0;1604.0;2.0;3.0;2.0;25.0
6.0;1973.0;3.0;3.0;483.0;987.0;1.0;3.0;1.0;30.0
5.0;2006.0;3.0;4.0;384.0;1394.0;2.0;4.0;2.0;25.0
3.0;1914.0;3.0;3.0;864.0;864.0;1.0;3.0;1.0;9.0
6.0;1970.0;3.0;3.0;1205.0;2117.0;2.0;3.0;2.0;42.0
7.0;1920.0;3.0;2.0;596.0;1762.0;1.0;4.0;2.0;49.0
5.0;1918.0;3.0;3.0;816.0;1416.0;2.0;4.0;2.0;35.0
6.0;1939.0;3.0;3.0;560.0;1258.0;1.0;3.0;1.0;30.0
4.0;1922.0;3.0;3.0;796.0;1154.0;1.0;4.0;1.0;32.0
7.0;1978.0;3.0;4.0;1392.0;2784.0;3.0;4.0;2.0;35.0
6.0;1916.0;3.0;3.0;714.0;2526.0;2.0;4.0;1.0;42.0
9.0;2006.0;5.0;5.0;1746.0;1746.0;2.0;5.0;3.0;45.0
6.0;1941.0;3.0;3.0;735.0;1218.0;1.0;3.0;2.0;36.0
7.0;2000.0;4.0;4.0;1525.0;1525.0;2.0;4.0;2.0;35.0
5.0;1967.0;3.0;3.0;1584.0;1584.0;2.0;3.0;3.0;25.0
5.0;1967.0;3.0;3.0;864.0;900.0;1.0;3.0;1.0;25.0
6.0;1905.0;3.0;2.0;482.0;1912.0;2.0;3.0;2.0;42.0
7.0;2006.0;4.0;4.0;1356.0;1500.0;2.0;4.0;3.0;35.0
8.0;2005.0;4.0;4.0;1094.0;2482.0;2.0;4.0;3.0;40.0
5.0;1948.0;3.0;3.0;747.0;1687.0;1.0;3.0;2.0;25.0
5.0;1920.0;3.0;3.0;939.0;1513.0;1.0;3.0;1.0;40.0
5.0;1950.0;3.0;3.0;1208.0;1904.0;1.0;3.0;1.0;20.0
6.0;1925.0;3.0;3.0;976.0;1608.0;2.0;4.0;1.0;36.0
6.0;1929.0;3.0;3.0;862.0;1158.0;1.0;3.0;1.0;42.0
6.0;2004.0;3.0;3.0;839.0;1593.0;2.0;3.0;2.0;30.0
7.0;2006.0;4.0;4.0;1286.0;1294.0;2.0;4.0;2.0;35.0
8.0;2007.0;4.0;4.0;1485.0;1464.0;2.0;4.0;3.0;40.0
3.0;1915.0;3.0;3.0;672.0;1214.0;1.0;3.0;3.0;12.0
8.0;2004.0;4.0;5.0;1594.0;1646.0;2.0;4.0;2.0;40.0
5.0;1972.0;3.0;4.0;768.0;768.0;1.0;3.0;2.0;35.0
5.0;1985.0;3.0;3.0;833.0;833.0;1.0;3.0;0.0;25.0
4.0;1910.0;3.0;2.0;622.0;1363.0;1.0;3.0;2.0;28.0
7.0;1986.0;3.0;4.0;791.0;2093.0;2.0;3.0;2.0;42.0
7.0;2001.0;4.0;4.0;944.0;1840.0;2.0;4.0;2.0;35.0
6.0;1950.0;3.0;3.0;856.0;1668.0;1.0;3.0;1.0;48.0
4.0;1949.0;3.0;0.0;0.0;1040.0;2.0;3.0;2.0;20.0
8.0;2005.0;4.0;4.0;1844.0;1844.0;2.0;4.0;2.0;40.0
6.0;1923.0;3.0;3.0;833.0;1848.0;1.0;4.0;2.0;42.0
7.0;2007.0;4.0;4.0;1386.0;1569.0;2.0;4.0;3.0;35.0
4.0;1885.0;3.0;3.0;777.0;2290.0;2.0;3.0;2.0;24.0
8.0;1998.0;4.0;4.0;1284.0;2450.0;2.0;4.0;3.0;40.0
5.0;1963.0;3.0;3.0;1144.0;1144.0;1.0;3.0;1.0;25.0
6.0;1969.0;4.0;3.0;1844.0;1844.0;2.0;4.0;2.0;30.0
6.0;1968.0;3.0;3.0;708.0;1416.0;2.0;3.0;2.0;36.0
6.0;1977.0;3.0;4.0;1069.0;1069.0;2.0;3.0;2.0;30.0
6.0;2003.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
6.0;1966.0;4.0;4.0;697.0;2201.0;2.0;4.0;2.0;42.0
5.0;1958.0;3.0;3.0;1024.0;1344.0;1.0;3.0;1.0;25.0
6.0;1959.0;4.0;3.0;1252.0;1252.0;1.0;4.0;2.0;36.0
7.0;1994.0;4.0;4.0;1223.0;2127.0;2.0;4.0;2.0;35.0
5.0;1945.0;3.0;3.0;913.0;1558.0;1.0;3.0;1.0;30.0
5.0;1940.0;3.0;3.0;788.0;804.0;1.0;4.0;1.0;35.0
6.0;1981.0;4.0;4.0;1440.0;1440.0;2.0;4.0;2.0;42.0
5.0;2005.0;4.0;4.0;732.0;1838.0;2.0;3.0;2.0;25.0
6.0;1976.0;3.0;4.0;958.0;958.0;2.0;3.0;2.0;36.0
4.0;1927.0;3.0;3.0;656.0;968.0;2.0;3.0;1.0;24.0
6.0;2000.0;3.0;4.0;936.0;1792.0;2.0;3.0;2.0;30.0
5.0;1977.0;3.0;3.0;1126.0;1126.0;2.0;3.0;2.0;25.0
6.0;1962.0;4.0;3.0;1319.0;1537.0;1.0;4.0;2.0;54.0
4.0;1971.0;3.0;3.0;864.0;864.0;1.0;3.0;2.0;24.0
8.0;2008.0;5.0;5.0;1932.0;1932.0;2.0;5.0;3.0;40.0
6.0;1957.0;3.0;3.0;912.0;1236.0;1.0;3.0;2.0;42.0
7.0;1979.0;3.0;3.0;539.0;1725.0;2.0;3.0;2.0;42.0
6.0;1922.0;3.0;5.0;588.0;2555.0;2.0;3.0;2.0;42.0
6.0;2004.0;4.0;4.0;848.0;848.0;1.0;4.0;2.0;30.0
10.0;2008.0;5.0;5.0;1017.0;2007.0;2.0;5.0;3.0;50.0
6.0;1916.0;3.0;3.0;952.0;952.0;1.0;2.0;1.0;36.0
7.0;2004.0;4.0;4.0;1422.0;1422.0;2.0;4.0;2.0;35.0
6.0;1966.0;3.0;3.0;814.0;913.0;1.0;3.0;1.0;30.0
5.0;1962.0;3.0;3.0;1188.0;1188.0;1.0;3.0;1.0;35.0
8.0;1995.0;4.0;4.0;1220.0;2090.0;2.0;4.0;2.0;40.0
4.0;1910.0;3.0;2.0;560.0;1346.0;1.0;3.0;1.0;28.0
5.0;1970.0;3.0;4.0;630.0;630.0;1.0;5.0;0.0;35.0
5.0;1974.0;3.0;4.0;896.0;1792.0;2.0;3.0;0.0;25.0
8.0;2008.0;4.0;4.0;1573.0;1578.0;2.0;5.0;3.0;40.0
5.0;2005.0;3.0;4.0;547.0;1072.0;1.0;3.0;2.0;25.0
5.0;2006.0;3.0;4.0;1140.0;1140.0;1.0;3.0;0.0;25.0
7.0;2004.0;4.0;4.0;1221.0;1221.0;2.0;4.0;2.0;35.0
6.0;1999.0;3.0;4.0;953.0;1647.0;2.0;3.0;2.0;30.0
6.0;1978.0;3.0;4.0;1542.0;2073.0;2.0;3.0;2.0;36.0
7.0;1941.0;5.0;3.0;1152.0;2340.0;2.0;4.0;1.0;63.0
5.0;1950.0;3.0;3.0;1078.0;1078.0;1.0;4.0;1.0;30.0
5.0;1965.0;4.0;3.0;1256.0;1256.0;1.0;3.0;1.0;30.0
